,unique_id,ds,XGBRegressor,SVR,LinearRegression,RandomForestRegressor,y
20,CA_1,2015-12-31,74141.19076907635,73424.20760770988,73521.98883938609,74482.17499999999,68802.0
21,CA_1,2016-01-31,76273.57587510347,75446.86955279797,75555.44189376473,76987.03499999999,72716.0
22,CA_1,2016-02-29,71806.03647691011,71022.96462584352,71181.92239281187,72693.55999999998,69137.5
23,CA_1,2016-03-31,79276.92158293724,78423.52182711782,78603.92075500499,80137.32999999999,75264.0
24,CA_1,2016-04-30,79464.80668896437,78534.59035200601,78745.96978546315,80776.56499999999,76562.5
25,CA_1,2016-05-31,81844.24126398563,80358.97837069143,80612.07982701801,82926.91999999998,58837.0
26,CA_2,2015-05-31,48637.23960876465,48266.16753575218,48341.11614975741,48298.955,51974.0
27,CA_2,2015-06-30,45766.01643371582,45618.37714710978,45732.17234725385,46152.005000000005,61601.5
28,CA_2,2015-07-31,48246.61642456055,48384.01744959214,48542.88066031429,49883.04000000001,67930.0
29,CA_2,2015-08-31,48805.92724609375,48250.36669496246,48525.94530966226,50173.39000000001,72136.0
30,CA_2,2015-09-30,47246.6668548584,46460.387043610215,46747.70419415235,48680.355,69788.5
31,CA_2,2015-10-31,46297.551960885525,45454.98873122567,45744.940831388245,47351.19,74881.0
32,CA_2,2015-11-30,44091.93706691265,43107.13840013693,43431.84667014796,44460.86,68892.0
33,CA_2,2015-12-31,43741.32217293978,42694.113906335195,42928.98288895051,44182.61,70011.0
34,CA_2,2016-01-31,45345.707278966904,44160.27415903645,44336.57134144653,45955.11,74721.0
35,CA_2,2016-02-29,40190.09238499403,38916.90861112604,39138.9499814859,40759.21,70692.0
36,CA_2,2016-03-31,46037.977491021156,44701.579523571454,44951.59057349319,46760.59,75019.0
37,CA_2,2016-04-30,44890.86259704828,43475.183497225305,43772.995624321484,45744.715,79514.0
38,CA_2,2016-05-31,45445.98731184006,43597.35220961116,44026.36858962677,46176.435,62368.0
39,CA_3,2015-05-31,86630.18551635742,86374.5121711683,86571.82986605116,87240.8,88662.5
40,CA_3,2015-06-30,85590.79885864258,85717.14216283383,85962.28747157898,85924.66,84942.0
41,CA_3,2015-07-31,88026.61395645142,87843.13376846336,88091.77003910662,88079.205,88359.0
42,CA_3,2015-08-31,90739.18277359009,90858.85506813446,91097.5969507155,91370.075,91075.5
43,CA_3,2015-09-30,87837.63493275642,87988.39145959508,88296.61723895535,89177.22,86289.0
44,CA_3,2015-10-31,90583.52003878355,90529.78333941795,90826.16807516554,92329.41,89454.0
45,CA_3,2015-11-30,86229.40514481068,86105.59849274703,86449.44302340044,88330.47,80620.0
46,CA_3,2015-12-31,81213.35416901112,81016.6054493255,81461.67196171069,83214.8,79645.5
47,CA_3,2016-01-31,87157.30632817745,86867.61758026617,87404.2460347716,89294.465,85695.0
48,CA_3,2016-02-29,83223.19143420458,82850.91672735686,83413.91208930206,84938.435,84802.0
49,CA_3,2016-03-31,91933.0765402317,91446.16963452907,92032.3187502375,92715.255,90868.0
50,CA_3,2016-04-30,89800.46164625883,89207.27722199168,89812.75686035606,90683.425,90071.5
51,CA_3,2016-05-31,91570.53226864338,90615.08627190339,91425.65313396743,92855.6,68173.0
52,CA_4,2015-05-31,50555.42467498779,50441.01986520363,50435.39434641305,50687.755,52667.0
53,CA_4,2015-06-30,51290.88527679443,51159.66990984378,51148.289928233935,52244.28999999999,50347.5
54,CA_4,2015-07-31,51149.345878601074,50935.10777851235,50937.11440328257,52127.48499999999,51502.0
55,CA_4,2015-08-31,52442.2309846282,52175.29907962977,52218.85225586258,53761.23499999999,52971.0
56,CA_4,2015-09-30,51698.61609065533,51402.41465099121,51467.3657671142,53211.40499999999,51334.0
57,CA_4,2015-10-31,54616.00119668245,54233.963042431285,54296.895781533836,56012.56999999999,54229.0
58,CA_4,2015-11-30,50618.88630270958,50174.627791319566,50243.368273392,52286.12499999999,48866.0
59,CA_4,2015-12-31,48859.771408736706,48346.491620793786,48430.685380319,49748.26999999999,47799.5
60,CA_4,2016-01-31,51719.65651476383,51143.99805820498,51262.493228004256,52573.30499999999,52530.5
61,CA_4,2016-02-29,48948.04162079096,48321.203415270174,48470.97521297422,50220.38999999999,49895.0
62,CA_4,2016-03-31,54555.426726818085,53870.55248628703,54045.02015411474,56241.40499999999,55767.0
63,CA_4,2016-04-30,53382.81183284521,52640.23841601345,52836.04163462517,55058.94999999999,56603.0
64,CA_4,2016-05-31,54324.62161386013,53408.68162747193,53613.7417374144,56035.89499999999,43929.5
65,FOODS_2_181_CA_3_evaluation,2015-05-31,84.88510602712631,85.67925874917891,85.17089473974148,75.355,77.0
66,FOODS_2_181_CA_3_evaluation,2015-06-30,84.77021205425262,84.22533212367908,83.67369223743466,75.83500000000001,75.0
67,FOODS_2_181_CA_3_evaluation,2015-07-31,87.15531808137894,88.16447356443659,86.99314460727831,73.01261904761905,77.5
68,FOODS_2_181_CA_3_evaluation,2015-08-31,87.04042410850525,86.25075574344912,85.10200150787786,65.36761904761906,77.5
69,FOODS_2_181_CA_3_evaluation,2015-09-30,83.42553013563156,82.44897820131206,80.74312367093168,57.34261904761906,75.0
70,FOODS_2_181_CA_3_evaluation,2015-10-31,86.81063616275787,86.5070814735099,83.97424600250318,54.84261904761906,77.5
71,FOODS_2_181_CA_3_evaluation,2015-11-30,82.69574218988419,82.30819083605968,79.29965040543611,46.30261904761906,73.5
72,FOODS_2_181_CA_3_evaluation,2015-12-31,84.0808482170105,84.13396176767353,80.47064562577586,40.892619047619064,55.0
73,FOODS_2_181_CA_3_evaluation,2016-01-31,86.46595424413681,86.73593851544713,82.40482932227904,39.25261904761906,75.0
74,FOODS_2_181_CA_3_evaluation,2016-02-29,78.85106027126312,79.42423093381974,74.98026011412635,25.207619047619062,72.5
75,FOODS_2_181_CA_3_evaluation,2016-03-31,82.23616629838943,83.29614593541756,78.67228377579283,26.952619047619063,77.5
76,FOODS_2_181_CA_3_evaluation,2016-04-30,81.12127232551575,82.53446690823549,77.71193478042868,22.51261904761906,75.0
77,FOODS_2_181_CA_3_evaluation,2016-05-31,93.39148437976837,96.00296302887178,90.52833360291756,23.197619047619064,53.5
78,FOODS_2_181_TX_1_evaluation,2015-05-31,77.38510602712631,81.68989578676776,80.70613354979996,73.765,77.5
79,FOODS_2_181_TX_1_evaluation,2015-06-30,74.77021205425262,76.2150882502436,76.02256660370715,69.62,75.0
80,FOODS_2_181_TX_1_evaluation,2015-07-31,77.15531808137894,79.2613512060669,78.56654782564816,71.97,77.5
81,FOODS_2_181_TX_1_evaluation,2015-08-31,77.04042410850525,79.98267813526418,78.66920411000174,69.5225,77.5
82,FOODS_2_181_TX_1_evaluation,2015-09-30,74.42553013563156,76.77589038768541,75.32475567647084,66.3775,75.0
83,FOODS_2_181_TX_1_evaluation,2015-10-31,76.81063616275787,79.90331966255494,77.81318239027672,68.0775,77.0
84,FOODS_2_181_TX_1_evaluation,2015-11-30,71.19574218988419,74.31160884762583,71.38927998477611,57.491,73.0
85,FOODS_2_181_TX_1_evaluation,2015-12-31,74.0808482170105,77.4291821661392,74.39337718834926,61.501,74.5
86,FOODS_2_181_TX_1_evaluation,2016-01-31,61.46595424413681,65.30240190196287,61.880007937943006,46.565999999999995,77.5
87,FOODS_2_181_TX_1_evaluation,2016-02-29,68.85106027126312,72.91259880233386,69.18408250175924,50.9085,72.5
88,FOODS_2_181_TX_1_evaluation,2016-03-31,76.23616629838943,80.71247073572273,76.82201756499816,58.003499999999995,77.0
89,FOODS_2_181_TX_1_evaluation,2016-04-30,73.62127232551575,78.45376252632514,74.27360826134039,54.963499999999996,75.0
90,FOODS_2_181_TX_1_evaluation,2016-05-31,75.89148437976837,85.3234249564541,79.90538778903144,49.040749999999996,55.0
91,FOODS_2_347_CA_3_evaluation,2015-05-31,84.38510602712631,85.268517830588,84.71968929751628,75.42,77.5
92,FOODS_2_347_CA_3_evaluation,2015-06-30,83.27021205425262,82.82136495286919,82.16728682435733,75.9,75.0
93,FOODS_2_347_CA_3_evaluation,2015-07-31,85.65531808137894,86.45557157611192,85.03985437383125,78.49000000000001,77.5
94,FOODS_2_347_CA_3_evaluation,2015-08-31,85.54042410850525,85.42691421086815,83.57311491244882,79.09500000000001,77.5
95,FOODS_2_347_CA_3_evaluation,2015-09-30,80.42553013563156,80.223945681983,77.85504063446886,76.01700000000001,72.5
96,FOODS_2_347_CA_3_evaluation,2015-10-31,80.31063616275787,80.74995195562344,77.65472053732331,66.14450000000001,72.5
97,FOODS_2_347_CA_3_evaluation,2015-11-30,80.19574218988419,80.71245701317899,77.18418223712207,61.76200000000001,72.5
98,FOODS_2_347_CA_3_evaluation,2015-12-31,82.5808482170105,83.57193426328014,79.65629624703804,60.537000000000006,62.5
99,FOODS_2_347_CA_3_evaluation,2016-01-31,84.46595424413681,85.79997523622846,81.39871901956556,54.98700000000001,77.5
100,FOODS_2_347_CA_3_evaluation,2016-02-29,77.35106027126312,79.02187751076396,74.47104823994717,41.72295238095239,72.5
101,FOODS_2_347_CA_3_evaluation,2016-03-31,84.73616629838943,86.88044691795264,82.14001914346282,43.96723809523811,77.5
102,FOODS_2_347_CA_3_evaluation,2016-04-30,82.12127232551575,84.63711258411703,79.65454045788339,37.384738095238106,75.0
103,FOODS_2_347_CA_3_evaluation,2016-05-31,91.39148437976837,95.19056494409251,89.44712805850693,33.159738095238104,53.5
104,FOODS_2_371_CA_3_evaluation,2015-05-31,89.88510602712631,91.0350945743029,90.22729089563842,87.255,77.0
105,FOODS_2_371_CA_3_evaluation,2015-06-30,88.77021205425262,88.29002638396288,87.61543672989725,87.33,73.5
106,FOODS_2_371_CA_3_evaluation,2015-07-31,86.15531808137894,86.94814707621069,85.73550824938289,83.63,75.0
107,FOODS_2_371_CA_3_evaluation,2015-08-31,91.04042410850525,89.64975210301003,88.48924835083727,81.25999999999999,76.0
108,FOODS_2_371_CA_3_evaluation,2015-09-30,86.42553013563156,84.75016458454857,82.98864503478256,67.42249999999999,75.0
109,FOODS_2_371_CA_3_evaluation,2015-10-31,90.81063616275787,89.86156674518688,87.18876595416658,64.90749999999998,77.0
110,FOODS_2_371_CA_3_evaluation,2015-11-30,85.19574218988419,84.09606355310278,80.77214298484066,55.132499999999986,73.0
111,FOODS_2_371_CA_3_evaluation,2015-12-31,87.5808482170105,86.8948995686157,82.7824498069675,51.16249999999999,53.5
112,FOODS_2_371_CA_3_evaluation,2016-01-31,89.46595424413681,88.99065462585071,84.16623955725889,45.77749999999999,77.0
113,FOODS_2_371_CA_3_evaluation,2016-02-29,81.35106027126312,81.19513135862194,76.29826956774198,30.95749999999999,71.0
114,FOODS_2_371_CA_3_evaluation,2016-03-31,87.73616629838943,88.11010177596322,83.0760534546445,30.76249999999999,77.0
115,FOODS_2_371_CA_3_evaluation,2016-04-30,84.62127232551575,85.37763515096697,80.18990008686764,22.16749999999999,73.0
116,FOODS_2_371_CA_3_evaluation,2016-05-31,102.39148437976837,104.71955803449286,98.61886660451174,33.72249999999999,53.0
117,FOODS_3_042_WI_1_evaluation,2015-05-31,77.38510602712631,77.72411324552006,77.31271517856254,72.83666666666667,77.5
118,FOODS_3_042_WI_1_evaluation,2015-06-30,74.77021205425262,75.4551508561321,74.62962040983034,69.74703275280511,75.0
119,FOODS_3_042_WI_1_evaluation,2015-07-31,77.15531808137894,78.16796041432512,76.96641484295931,73.8020327528051,77.5
120,FOODS_3_042_WI_1_evaluation,2015-08-31,77.04042410850525,78.39403661660835,76.80146099016355,69.77176489566224,77.5
121,FOODS_3_042_WI_1_evaluation,2015-09-30,74.42553013563156,76.0887597081691,74.16676100397346,63.661764895662245,75.0
122,FOODS_3_042_WI_1_evaluation,2015-10-31,76.81063616275787,78.78077723004598,76.54540545230607,70.16176489566224,77.5
123,FOODS_3_042_WI_1_evaluation,2015-11-30,74.19574218988419,76.48016255628424,73.93136779308425,63.42176489566224,75.0
124,FOODS_3_042_WI_1_evaluation,2015-12-31,74.0808482170105,76.67681808692217,73.82906983595264,62.77426489566224,75.0
125,FOODS_3_042_WI_1_evaluation,2016-01-31,76.46595424413681,79.37798610262631,76.23371424775526,61.00926489566224,77.5
126,FOODS_3_042_WI_1_evaluation,2016-02-29,68.85106027126312,72.08058072373136,68.64561500385494,51.15426489566224,72.5
127,FOODS_3_042_WI_1_evaluation,2016-03-31,76.23616629838943,79.78653382548782,76.05571728632333,56.90926489566224,77.5
128,FOODS_3_042_WI_1_evaluation,2016-04-30,73.62127232551575,77.49804151429737,73.46291078491518,53.02926489566224,75.0
129,FOODS_3_042_WI_1_evaluation,2016-05-31,75.89148437976837,80.43711414429322,75.68171289336978,47.230931562328905,55.0
130,FOODS_3_042_WI_3_evaluation,2015-05-31,74.88510602712631,74.81826980084477,74.46169193087528,74.385,76.5
131,FOODS_3_042_WI_3_evaluation,2015-06-30,73.77021205425262,74.33875394573897,73.40766615590462,71.13250000000001,74.5
132,FOODS_3_042_WI_3_evaluation,2015-07-31,76.15531808137894,77.25040549532095,75.90613823767539,70.3075,77.5
133,FOODS_3_042_WI_3_evaluation,2015-08-31,75.04042410850525,76.51397323966243,74.79164838060153,70.7325,77.0
134,FOODS_3_042_WI_3_evaluation,2015-09-30,73.42553013563156,75.28630145365725,73.2476645050613,67.05333333333334,75.0
135,FOODS_3_042_WI_3_evaluation,2015-10-31,75.31063616275787,77.45718060748862,75.17367468881918,64.32833333333335,77.5
136,FOODS_3_042_WI_3_evaluation,2015-11-30,73.19574218988419,75.69066827981302,73.21843692578346,64.08833333333335,74.5
137,FOODS_3_042_WI_3_evaluation,2015-12-31,73.0808482170105,75.91346384200969,73.18504064011522,60.273333333333355,74.5
138,FOODS_3_042_WI_3_evaluation,2016-01-31,75.46595424413681,78.60116262342441,75.58772254662722,59.148333333333355,75.5
139,FOODS_3_042_WI_3_evaluation,2016-02-29,67.85106027126312,71.29770721559915,67.98441141139304,52.75333333333336,72.5
140,FOODS_3_042_WI_3_evaluation,2016-03-31,74.73616629838943,78.48344595369826,74.84544972260817,56.76833333333336,77.5
141,FOODS_3_042_WI_3_evaluation,2016-04-30,71.62127232551575,75.67965279705292,71.71463908817464,50.62833333333336,75.0
142,FOODS_3_042_WI_3_evaluation,2016-05-31,72.39148437976837,76.71028629873318,72.06233940359957,53.023333333333355,55.0
143,FOODS_3_080_CA_1_evaluation,2015-05-31,77.38510602712631,77.72234322299865,77.31136780574644,72.86416666666666,77.5
144,FOODS_3_080_CA_1_evaluation,2015-06-30,74.77021205425262,75.45164895232325,74.62695580846221,69.6870794473704,75.0
145,FOODS_3_080_CA_1_evaluation,2015-07-31,77.15531808137894,78.16295920592636,76.96257610082233,73.88207944737039,77.5
146,FOODS_3_080_CA_1_evaluation,2015-08-31,77.04042410850525,78.38750572210911,76.79643552966114,69.71926992356086,77.5
147,FOODS_3_080_CA_1_evaluation,2015-09-30,74.42553013563156,76.08102114567706,74.16076647882221,63.85426992356086,75.0
148,FOODS_3_080_CA_1_evaluation,2015-10-31,76.81063616275787,78.77190834022667,76.53853786563204,70.58926992356086,77.5
149,FOODS_3_080_CA_1_evaluation,2015-11-30,74.19574218988419,76.47015602870044,73.92367979159566,64.04426992356086,75.0
150,FOODS_3_080_CA_1_evaluation,2015-12-31,74.0808482170105,76.6657458635868,73.82064587793792,63.65176992356086,75.0
151,FOODS_3_080_CA_1_evaluation,2016-01-31,76.46595424413681,79.36585831132675,76.22460427831467,61.95176992356086,77.5
152,FOODS_3_080_CA_1_evaluation,2016-02-29,68.85106027126312,72.06743062499939,68.63587122690429,51.87676992356086,72.5
153,FOODS_3_080_CA_1_evaluation,2016-03-31,76.23616629838943,79.77237701709518,76.04532676320338,57.11676992356086,77.5
154,FOODS_3_080_CA_1_evaluation,2016-04-30,73.62127232551575,77.48287484362233,73.45185258912323,52.79176992356086,75.0
155,FOODS_3_080_CA_1_evaluation,2016-05-31,75.89148437976837,80.41918066802272,75.66863169116384,48.20593659022752,55.0
156,FOODS_3_080_CA_2_evaluation,2015-05-31,73.88510602712631,74.90328409234384,74.33773764004435,74.08,74.5
157,FOODS_3_080_CA_2_evaluation,2015-06-30,71.27021205425262,72.48787510305432,71.56889405650831,72.585,75.0
158,FOODS_3_080_CA_2_evaluation,2015-07-31,73.65531808137894,75.41495139895571,74.11060420104614,70.10749999999999,77.5
159,FOODS_3_080_CA_2_evaluation,2015-08-31,73.54042410850525,75.97982968875817,74.28820658738918,72.2725,77.5
160,FOODS_3_080_CA_2_evaluation,2015-09-30,70.92553013563156,73.56091236750318,71.650919228676,66.99583333333332,75.0
161,FOODS_3_080_CA_2_evaluation,2015-10-31,73.31063616275787,76.32436650359125,74.21760608662042,65.62333333333332,77.5
162,FOODS_3_080_CA_2_evaluation,2015-11-30,69.19574218988419,72.53390369569158,70.15674042639273,62.82833333333332,75.0
163,FOODS_3_080_CA_2_evaluation,2015-12-31,71.5808482170105,75.21133076634061,72.62835403252983,60.47833333333332,75.0
164,FOODS_3_080_CA_2_evaluation,2016-01-31,71.46595424413681,75.43446049655101,72.55466410594181,60.25833333333332,77.5
165,FOODS_3_080_CA_2_evaluation,2016-02-29,65.35106027126312,69.5967841531184,66.37672671098282,51.68333333333332,71.0
166,FOODS_3_080_CA_2_evaluation,2016-03-31,70.73616629838943,75.28131165726474,71.73964266486342,55.41833333333332,77.5
167,FOODS_3_080_CA_2_evaluation,2016-04-30,66.62127232551575,71.48153487437908,67.5973614936966,49.22333333333332,75.0
168,FOODS_3_080_CA_2_evaluation,2016-05-31,68.89148437976837,75.08229703397204,70.29961339958219,49.82333333333332,55.0
169,FOODS_3_080_CA_3_evaluation,2015-05-31,77.38510602712631,77.72234322299865,77.31136780574644,72.86416666666666,77.5
170,FOODS_3_080_CA_3_evaluation,2015-06-30,74.77021205425262,75.45164895232325,74.62695580846221,69.6870794473704,75.0
171,FOODS_3_080_CA_3_evaluation,2015-07-31,77.15531808137894,78.16295920592636,76.96257610082233,73.88207944737039,77.5
172,FOODS_3_080_CA_3_evaluation,2015-08-31,77.04042410850525,78.38750572210911,76.79643552966114,69.71926992356086,77.5
173,FOODS_3_080_CA_3_evaluation,2015-09-30,74.42553013563156,76.08102114567706,74.16076647882221,63.85426992356086,75.0
174,FOODS_3_080_CA_3_evaluation,2015-10-31,76.81063616275787,78.77190834022667,76.53853786563204,70.58926992356086,77.5
175,FOODS_3_080_CA_3_evaluation,2015-11-30,74.19574218988419,76.47015602870044,73.92367979159566,64.04426992356086,75.0
176,FOODS_3_080_CA_3_evaluation,2015-12-31,74.0808482170105,76.6657458635868,73.82064587793792,63.65176992356086,75.0
177,FOODS_3_080_CA_3_evaluation,2016-01-31,76.46595424413681,79.36585831132675,76.22460427831467,61.95176992356086,77.5
178,FOODS_3_080_CA_3_evaluation,2016-02-29,68.85106027126312,72.06743062499939,68.63587122690429,51.87676992356086,72.5
179,FOODS_3_080_CA_3_evaluation,2016-03-31,76.23616629838943,79.77237701709518,76.04532676320338,57.11676992356086,77.0
180,FOODS_3_080_CA_3_evaluation,2016-04-30,73.62127232551575,77.48287484362233,73.45185258912323,52.79176992356086,75.0
181,FOODS_3_080_CA_3_evaluation,2016-05-31,75.89148437976837,80.41918066802272,75.66863169116384,48.20593659022752,55.0
182,FOODS_3_080_CA_4_evaluation,2015-05-31,77.38510602712631,78.43791557058483,77.7357065946409,73.9375,71.0
183,FOODS_3_080_CA_4_evaluation,2015-06-30,74.77021205425262,75.3748403636488,74.44116181631634,67.5175,61.5
184,FOODS_3_080_CA_4_evaluation,2015-07-31,73.15531808137894,74.29883202357745,72.93660005859856,65.9275,75.0
185,FOODS_3_080_CA_4_evaluation,2015-08-31,78.04042410850525,79.41313279912976,77.69245934253959,69.98249999999999,70.0
186,FOODS_3_080_CA_4_evaluation,2015-09-30,75.92553013563156,77.40373766522929,75.39058401765939,62.88499999999999,71.5
187,FOODS_3_080_CA_4_evaluation,2015-10-31,78.31063616275787,80.23445990987038,77.82866284634345,68.61999999999999,75.0
188,FOODS_3_080_CA_4_evaluation,2015-11-30,75.19574218988419,77.34504252723626,74.53555669110257,62.17999999999999,69.0
189,FOODS_3_080_CA_4_evaluation,2015-12-31,75.0808482170105,77.54165455410484,74.44064104587022,57.06899999999999,70.0
190,FOODS_3_080_CA_4_evaluation,2016-01-31,75.96595424413681,78.7651829398445,75.31890310386702,61.59899999999999,69.0
191,FOODS_3_080_CA_4_evaluation,2016-02-29,70.35106027126312,73.44973383798128,69.73398646046275,50.46399999999999,70.5
192,FOODS_3_080_CA_4_evaluation,2016-03-31,77.23616629838943,80.69110590721438,76.70996069518321,56.39399999999999,74.0
193,FOODS_3_080_CA_4_evaluation,2016-04-30,74.62127232551575,78.41187960632834,74.12924146341906,50.73899999999999,73.0
194,FOODS_3_080_CA_4_evaluation,2016-05-31,77.39148437976837,82.56735991658653,77.29149009003125,50.93149999999999,54.5
195,FOODS_3_080_TX_1_evaluation,2015-05-31,75.88510602712631,76.96182957380218,76.46870900332213,71.98,76.5
196,FOODS_3_080_TX_1_evaluation,2015-06-30,73.77021205425262,74.8106136745076,74.11864800881332,70.30333333333334,74.5
197,FOODS_3_080_TX_1_evaluation,2015-07-31,76.65531808137894,77.5833437772558,76.69701682394904,72.26333333333334,77.5
198,FOODS_3_080_TX_1_evaluation,2015-08-31,76.54042410850525,78.21615844514434,76.8374508264099,68.77833333333334,77.5
199,FOODS_3_080_TX_1_evaluation,2015-09-30,71.92553013563156,73.80267447296823,72.09438855955369,68.02333333333334,73.5
200,FOODS_3_080_TX_1_evaluation,2015-10-31,76.31063616275787,78.48293881601329,76.42966247069067,69.73261904761905,77.5
201,FOODS_3_080_TX_1_evaluation,2015-11-30,72.19574218988419,74.67557717555536,72.11263222969745,63.84303571428572,72.5
202,FOODS_3_080_TX_1_evaluation,2015-12-31,73.0808482170105,75.79736782755309,72.95127015510788,61.088035714285716,75.0
203,FOODS_3_080_TX_1_evaluation,2016-01-31,70.96595424413681,74.05280558604215,70.96200494373991,57.04553571428572,75.5
204,FOODS_3_080_TX_1_evaluation,2016-02-29,67.35106027126312,70.75839857061729,67.35593137616131,50.88303571428572,69.0
205,FOODS_3_080_TX_1_evaluation,2016-03-31,75.23616629838943,78.96654303748684,75.29825592681824,56.42803571428572,74.0
206,FOODS_3_080_TX_1_evaluation,2016-04-30,72.62127232551575,76.69413865824428,72.73315905203425,51.87303571428572,73.0
207,FOODS_3_080_TX_1_evaluation,2016-05-31,73.89148437976837,79.35445070187458,74.59287517773483,48.12803571428572,53.5
208,FOODS_3_080_TX_2_evaluation,2015-05-31,77.38510602712631,77.73356206778448,77.16622150064852,75.495,77.5
209,FOODS_3_080_TX_2_evaluation,2015-06-30,74.77021205425262,75.09884074805912,74.19921911574001,67.405,75.0
210,FOODS_3_080_TX_2_evaluation,2015-07-31,72.15531808137894,73.33648000282226,71.99191239563815,63.925000000000004,77.5
211,FOODS_3_080_TX_2_evaluation,2015-08-31,77.04042410850525,78.21628323252476,76.59932791012658,71.045,77.5
212,FOODS_3_080_TX_2_evaluation,2015-09-30,74.42553013563156,75.84741011331285,73.96416091514175,64.3685,75.0
213,FOODS_3_080_TX_2_evaluation,2015-10-31,76.81063616275787,78.6358762684552,76.37173190406857,69.5385,77.5
214,FOODS_3_080_TX_2_evaluation,2015-11-30,74.19574218988419,76.24348190194692,73.70352307124983,63.7085,75.0
215,FOODS_3_080_TX_2_evaluation,2015-12-31,74.0808482170105,76.48245685903963,73.62999171243888,56.60660714285714,75.0
216,FOODS_3_080_TX_2_evaluation,2016-01-31,76.46595424413681,79.15459691004912,75.91964905400263,61.09160714285714,77.5
217,FOODS_3_080_TX_2_evaluation,2016-02-29,68.85106027126312,71.83556264722624,68.33194347851754,50.75160714285714,72.5
218,FOODS_3_080_TX_2_evaluation,2016-03-31,73.73616629838943,77.06376421179267,73.26041367871314,53.36160714285714,77.5
219,FOODS_3_080_TX_2_evaluation,2016-04-30,73.62127232551575,77.26451894448572,73.14787440202483,51.286607142857136,75.0
220,FOODS_3_080_TX_2_evaluation,2016-05-31,75.89148437976837,80.22105292731072,75.24586060804545,54.62660714285714,55.0
221,FOODS_3_080_TX_3_evaluation,2015-05-31,78.88510602712631,79.30486296462641,78.86469592174613,73.61875,77.5
222,FOODS_3_080_TX_3_evaluation,2015-06-30,76.27021205425262,76.87338924742917,76.05707661127246,70.73249880554229,75.0
223,FOODS_3_080_TX_3_evaluation,2015-07-31,78.65531808137894,79.6325394172062,78.43387428269422,73.0274988055423,77.5
224,FOODS_3_080_TX_3_evaluation,2015-08-31,78.54042410850525,79.61754874962273,78.05789050503176,70.46749880554229,77.5
225,FOODS_3_080_TX_3_evaluation,2015-09-30,75.92553013563156,77.26724871296898,75.3585969842857,65.07749880554229,73.5
226,FOODS_3_080_TX_3_evaluation,2015-10-31,78.31063616275787,79.99435548343844,77.72220676822103,69.03749880554228,77.0
227,FOODS_3_080_TX_3_evaluation,2015-11-30,75.69574218988419,77.65273529955421,75.02944110379848,63.32249880554228,75.0
228,FOODS_3_080_TX_3_evaluation,2015-12-31,75.5808482170105,77.85591177396577,74.88376366804124,58.54249880554228,75.0
229,FOODS_3_080_TX_3_evaluation,2016-01-31,77.96595424413681,80.54552859422338,77.24060417466201,63.58249880554228,77.5
230,FOODS_3_080_TX_3_evaluation,2016-02-29,70.35106027126312,73.24885842360857,69.67329527881311,51.392498805542274,72.5
231,FOODS_3_080_TX_3_evaluation,2016-03-31,77.73616629838943,80.9736303352123,77.1186177524013,55.142498805542274,76.5
232,FOODS_3_080_TX_3_evaluation,2016-04-30,75.12127232551575,78.69087448455262,74.54745482983057,54.127498805542274,74.5
233,FOODS_3_080_TX_3_evaluation,2016-05-31,78.89148437976837,83.21891588536926,78.3455801364863,49.656248805542276,55.0
