ds,y,unique_id
2012-08-31,49329.0,CA_2
2012-09-30,47896.5,CA_2
2012-10-31,46816.5,CA_2
2012-11-30,43434.5,CA_2
2012-12-31,45218.0,CA_2
2013-01-31,46266.0,CA_2
2013-02-28,43236.5,CA_2
2013-03-31,50140.5,CA_2
2013-04-30,47422.5,CA_2
2013-05-31,52243.5,CA_2
2013-06-30,53220.0,CA_2
2013-07-31,53974.0,CA_2
2013-08-31,54904.5,CA_2
2013-09-30,54522.0,CA_2
2013-10-31,55292.5,CA_2
2013-11-30,50420.0,CA_2
2013-12-31,50050.0,CA_2
2014-01-31,51456.5,CA_2
2014-02-28,49184.0,CA_2
2014-03-31,55247.5,CA_2
2014-04-30,51176.0,CA_2
2014-05-31,51597.5,CA_2
2014-06-30,48908.5,CA_2
2014-07-31,51606.0,CA_2
2014-08-31,52130.0,CA_2
2014-09-30,50437.0,CA_2
2014-10-31,49488.0,CA_2
2014-11-30,47282.5,CA_2
2014-12-31,46932.0,CA_2
2015-01-31,48536.5,CA_2
2015-02-28,43381.0,CA_2
2015-03-31,49229.0,CA_2
2015-04-30,48082.0,CA_2
2015-05-31,51974.0,CA_2
2015-06-30,61601.5,CA_2
2015-07-31,67930.0,CA_2
2015-08-31,72136.0,CA_2
2015-09-30,69788.5,CA_2
2015-10-31,74881.0,CA_2
2015-11-30,68892.0,CA_2
2015-12-31,70011.0,CA_2
2016-01-31,74721.0,CA_2
2016-02-29,70692.0,CA_2
2016-03-31,75019.0,CA_2
2016-04-30,79514.0,CA_2
2016-05-31,62368.0,CA_2
2011-01-31,4912.0,CA_3
2011-02-28,44510.0,CA_3
2011-03-31,49535.5,CA_3
2011-04-30,48022.0,CA_3
2011-05-31,49798.0,CA_3
2011-06-30,50119.5,CA_3
2011-07-31,52712.0,CA_3
2011-08-31,53560.5,CA_3
2011-09-30,53417.5,CA_3
2011-10-31,58463.0,CA_3
2011-11-30,54822.5,CA_3
2011-12-31,56147.5,CA_3
2012-01-31,59527.5,CA_3
2012-02-29,58181.0,CA_3
2012-03-31,62949.0,CA_3
2012-04-30,59240.0,CA_3
2012-05-31,60092.5,CA_3
2012-06-30,61117.0,CA_3
2012-07-31,61806.5,CA_3
2012-08-31,63442.0,CA_3
2012-09-30,63731.0,CA_3
2012-10-31,65299.0,CA_3
2012-11-30,60902.5,CA_3
2012-12-31,62214.5,CA_3
2013-01-31,64111.0,CA_3
2013-02-28,60994.5,CA_3
2013-03-31,67986.0,CA_3
2013-04-30,67303.0,CA_3
2013-05-31,71734.5,CA_3
2013-06-30,72079.0,CA_3
2013-07-31,76177.5,CA_3
2013-08-31,77963.0,CA_3
2013-09-30,76536.0,CA_3
2013-10-31,77658.0,CA_3
2013-11-30,72662.0,CA_3
2013-12-31,72338.0,CA_3
2014-01-31,75749.0,CA_3
2014-02-28,70876.0,CA_3
2014-03-31,79101.5,CA_3
2014-04-30,79050.5,CA_3
2014-05-31,81142.0,CA_3
2014-06-30,80543.0,CA_3
2014-07-31,82953.0,CA_3
2014-08-31,85776.0,CA_3
2014-09-30,82870.5,CA_3
2014-10-31,85616.5,CA_3
2014-11-30,81262.5,CA_3
2014-12-31,76276.5,CA_3
2015-01-31,82216.5,CA_3
2015-02-28,78282.5,CA_3
2015-03-31,86992.5,CA_3
2015-04-30,84860.0,CA_3
2015-05-31,88662.5,CA_3
2015-06-30,84942.0,CA_3
2015-07-31,88359.0,CA_3
2015-08-31,91075.5,CA_3
2015-09-30,86289.0,CA_3
2015-10-31,89454.0,CA_3
2015-11-30,80620.0,CA_3
2015-12-31,79645.5,CA_3
2016-01-31,85695.0,CA_3
2016-02-29,84802.0,CA_3
2016-03-31,90868.0,CA_3
2016-04-30,90071.5,CA_3
2016-05-31,68173.0,CA_3
2011-01-31,2933.5,CA_4
2011-02-28,25904.5,CA_4
2011-03-31,29026.5,CA_4
2011-04-30,28753.5,CA_4
2011-05-31,29609.5,CA_4
2011-06-30,28443.5,CA_4
2011-07-31,30620.0,CA_4
2011-08-31,30887.0,CA_4
2011-09-30,32360.0,CA_4
2011-10-31,34813.5,CA_4
2011-11-30,32258.0,CA_4
2011-12-31,33810.0,CA_4
2012-01-31,36224.0,CA_4
2012-02-29,34453.5,CA_4
2012-03-31,38235.5,CA_4
2012-04-30,36929.5,CA_4
2012-05-31,37917.0,CA_4
2012-06-30,39126.0,CA_4
2012-07-31,39124.0,CA_4
2012-08-31,40220.0,CA_4
2012-09-30,39554.5,CA_4
2012-10-31,38770.0,CA_4
2012-11-30,36183.0,CA_4
2012-12-31,37622.5,CA_4
2013-01-31,39295.0,CA_4
2013-02-28,37041.5,CA_4
2013-03-31,42588.5,CA_4
2013-04-30,40965.5,CA_4
2013-05-31,43528.5,CA_4
2013-06-30,44145.5,CA_4
2013-07-31,45806.0,CA_4
2013-08-31,46152.0,CA_4
2013-09-30,44933.5,CA_4
2013-10-31,45831.5,CA_4
2013-11-30,42412.0,CA_4
2013-12-31,41852.0,CA_4
2014-01-31,44483.0,CA_4
2014-02-28,41510.5,CA_4
2014-03-31,46558.0,CA_4
2014-04-30,45506.0,CA_4
2014-05-31,46569.0,CA_4
2014-06-30,47412.5,CA_4
2014-07-31,47379.0,CA_4
2014-08-31,48672.0,CA_4
2014-09-30,47928.5,CA_4
2014-10-31,50846.0,CA_4
2014-11-30,46849.0,CA_4
2014-12-31,45090.0,CA_4
2015-01-31,47950.0,CA_4
2015-02-28,45178.5,CA_4
2015-03-31,50786.0,CA_4
2015-04-30,49613.5,CA_4
2015-05-31,52667.0,CA_4
2015-06-30,50347.5,CA_4
2015-07-31,51502.0,CA_4
2015-08-31,52971.0,CA_4
2015-09-30,51334.0,CA_4
2015-10-31,54229.0,CA_4
2015-11-30,48866.0,CA_4
2015-12-31,47799.5,CA_4
2016-01-31,52530.5,CA_4
2016-02-29,49895.0,CA_4
2016-03-31,55767.0,CA_4
2016-04-30,56603.0,CA_4
2016-05-31,43929.5,CA_4
2011-01-31,3387.5,TX_1
2011-02-28,30687.5,TX_1
2011-03-31,34155.0,TX_1
2011-04-30,33527.5,TX_1
2011-05-31,34150.0,TX_1
2011-06-30,34034.0,TX_1
2011-07-31,35114.0,TX_1
2011-08-31,35587.5,TX_1
2011-09-30,35868.0,TX_1
2011-10-31,38807.0,TX_1
2011-11-30,36422.0,TX_1
2011-12-31,38532.0,TX_1
2012-01-31,39828.0,TX_1
2012-02-29,39237.0,TX_1
2012-03-31,42454.5,TX_1
2012-04-30,42456.5,TX_1
2012-05-31,43202.0,TX_1
2012-06-30,43412.5,TX_1
2012-07-31,43889.5,TX_1
2012-08-31,45002.5,TX_1
2012-09-30,45160.5,TX_1
2012-10-31,43543.0,TX_1
2012-11-30,41301.5,TX_1
2012-12-31,43380.0,TX_1
2013-01-31,42771.0,TX_1
2013-02-28,43403.0,TX_1
2013-03-31,47814.5,TX_1
2013-04-30,44763.5,TX_1
2013-05-31,46959.5,TX_1
2013-06-30,47196.5,TX_1
2013-07-31,47694.5,TX_1
2013-08-31,48846.0,TX_1
2013-09-30,47983.5,TX_1
2013-10-31,48801.0,TX_1
2013-11-30,44671.0,TX_1
2013-12-31,45399.0,TX_1
2014-01-31,45690.5,TX_1
2014-02-28,44927.5,TX_1
2014-03-31,50915.0,TX_1
2014-04-30,49829.5,TX_1
2014-05-31,50666.5,TX_1
2014-06-30,50040.0,TX_1
2014-07-31,51295.0,TX_1
2014-08-31,53090.0,TX_1
2014-09-30,49577.5,TX_1
2014-10-31,51611.5,TX_1
2014-11-30,50356.0,TX_1
2014-12-31,50281.0,TX_1
2015-01-31,53120.5,TX_1
2015-02-28,50363.0,TX_1
2015-03-31,55745.5,TX_1
2015-04-30,54187.5,TX_1
2015-05-31,57879.0,TX_1
2015-06-30,55007.5,TX_1
2015-07-31,57189.0,TX_1
2015-08-31,56506.5,TX_1
2015-09-30,53951.5,TX_1
2015-10-31,55631.5,TX_1
2015-11-30,52582.0,TX_1
2015-12-31,52983.5,TX_1
2016-01-31,55035.5,TX_1
2016-02-29,53894.0,TX_1
2016-03-31,57900.0,TX_1
2016-04-30,57298.5,TX_1
2016-05-31,44406.0,TX_1
2011-01-31,4302.0,TX_2
2011-02-28,38312.5,TX_2
2011-03-31,42101.0,TX_2
2011-04-30,41408.0,TX_2
2011-05-31,41646.0,TX_2
2011-06-30,41472.5,TX_2
2011-07-31,43438.5,TX_2
2011-08-31,44010.0,TX_2
2011-09-30,43432.5,TX_2
2011-10-31,47798.5,TX_2
2011-11-30,44349.0,TX_2
2011-12-31,45936.5,TX_2
2012-01-31,48233.0,TX_2
2012-02-29,47550.0,TX_2
2012-03-31,51765.0,TX_2
2012-04-30,50407.0,TX_2
2012-05-31,51569.0,TX_2
2012-06-30,52668.5,TX_2
2012-07-31,53373.5,TX_2
2012-08-31,54892.5,TX_2
2012-09-30,54177.0,TX_2
2012-10-31,54194.5,TX_2
2012-11-30,50425.5,TX_2
2012-12-31,52660.5,TX_2
2013-01-31,54225.5,TX_2
2013-02-28,54102.5,TX_2
2013-03-31,59890.0,TX_2
2013-04-30,55365.0,TX_2
2013-05-31,57452.0,TX_2
2013-06-30,59121.0,TX_2
2013-07-31,60777.5,TX_2
2013-08-31,61326.0,TX_2
2013-09-30,59126.5,TX_2
2013-10-31,59661.5,TX_2
2013-11-30,54750.5,TX_2
2013-12-31,53266.5,TX_2
2014-01-31,53478.5,TX_2
2014-02-28,51444.5,TX_2
2014-03-31,57539.0,TX_2
2014-04-30,55672.5,TX_2
2014-05-31,56163.0,TX_2
2014-06-30,56299.0,TX_2
2014-07-31,58586.5,TX_2
2014-08-31,59449.0,TX_2
2014-09-30,56988.0,TX_2
2014-10-31,59686.5,TX_2
2014-11-30,55483.5,TX_2
2014-12-31,54460.5,TX_2
2015-01-31,57873.0,TX_2
2015-02-28,57517.5,TX_2
2015-03-31,63024.5,TX_2
2015-04-30,62126.0,TX_2
2015-05-31,64854.5,TX_2
2015-06-30,61327.0,TX_2
2015-07-31,64515.0,TX_2
2015-08-31,64711.5,TX_2
2015-09-30,61545.5,TX_2
2015-10-31,64680.0,TX_2
2015-11-30,60109.0,TX_2
2015-12-31,60661.0,TX_2
2016-01-31,64081.5,TX_2
2016-02-29,64284.5,TX_2
2016-03-31,67702.5,TX_2
2016-04-30,66307.0,TX_2
2016-05-31,50506.0,TX_2
2011-01-31,3562.5,TX_3
2011-02-28,30095.0,TX_3
2011-03-31,33160.5,TX_3
2011-04-30,32212.5,TX_3
2011-05-31,32600.5,TX_3
2011-06-30,33128.0,TX_3
2011-07-31,35222.5,TX_3
2011-08-31,35559.0,TX_3
2011-09-30,35701.0,TX_3
2011-10-31,39134.5,TX_3
2011-11-30,36811.0,TX_3
2011-12-31,37696.5,TX_3
2012-01-31,39008.5,TX_3
2012-02-29,38154.5,TX_3
2012-03-31,41155.0,TX_3
2012-04-30,40063.5,TX_3
2012-05-31,41277.0,TX_3
2012-06-30,43186.0,TX_3
2012-07-31,44566.5,TX_3
2012-08-31,45515.5,TX_3
2012-09-30,45494.0,TX_3
2012-10-31,45693.5,TX_3
2012-11-30,42296.5,TX_3
2012-12-31,43500.0,TX_3
2013-01-31,44620.5,TX_3
2013-02-28,44124.5,TX_3
2013-03-31,47096.0,TX_3
2013-04-30,44142.0,TX_3
2013-05-31,46330.5,TX_3
2013-06-30,47602.0,TX_3
2013-07-31,48947.0,TX_3
2013-08-31,49336.0,TX_3
2013-09-30,48945.5,TX_3
2013-10-31,50761.0,TX_3
2013-11-30,47142.5,TX_3
2013-12-31,45623.5,TX_3
2014-01-31,48492.0,TX_3
2014-02-28,48232.0,TX_3
2014-03-31,54656.0,TX_3
2014-04-30,53700.5,TX_3
2014-05-31,54396.0,TX_3
2014-06-30,53724.0,TX_3
2014-07-31,55250.0,TX_3
2014-08-31,56444.0,TX_3
2014-09-30,54365.0,TX_3
2014-10-31,57821.0,TX_3
2014-11-30,54566.0,TX_3
2014-12-31,53664.0,TX_3
2015-01-31,55790.5,TX_3
2015-02-28,54771.5,TX_3
2015-03-31,60463.5,TX_3
2015-04-30,58700.0,TX_3
2015-05-31,62538.5,TX_3
2015-06-30,58287.0,TX_3
2015-07-31,60421.5,TX_3
2015-08-31,61755.0,TX_3
2015-09-30,60061.5,TX_3
2015-10-31,64086.0,TX_3
2015-11-30,58166.0,TX_3
2015-12-31,57597.0,TX_3
2016-01-31,62393.5,TX_3
2016-02-29,60955.0,TX_3
2016-03-31,64102.5,TX_3
2016-04-30,65024.0,TX_3
2016-05-31,50746.5,TX_3
2011-01-31,2998.0,WI_1
2011-02-28,25523.0,WI_1
2011-03-31,29197.5,WI_1
2011-04-30,27796.0,WI_1
2011-05-31,27785.5,WI_1
2011-06-30,27653.0,WI_1
2011-07-31,28429.0,WI_1
2011-08-31,28026.0,WI_1
2011-09-30,28606.5,WI_1
2011-10-31,30703.5,WI_1
2011-11-30,28598.5,WI_1
2011-12-31,30228.5,WI_1
2012-01-31,30661.0,WI_1
2012-02-29,31118.5,WI_1
2012-03-31,33593.5,WI_1
2012-04-30,32378.5,WI_1
2012-05-31,33499.5,WI_1
2012-06-30,34386.5,WI_1
2012-07-31,33927.0,WI_1
2012-08-31,33493.5,WI_1
2012-09-30,32937.5,WI_1
2012-10-31,29783.5,WI_1
2012-11-30,47853.0,WI_1
2012-12-31,49252.0,WI_1
2013-01-31,49167.0,WI_1
2013-02-28,45633.0,WI_1
2013-03-31,50673.0,WI_1
2013-04-30,47088.0,WI_1
2013-05-31,50190.0,WI_1
2013-06-30,51751.0,WI_1
2013-07-31,52706.5,WI_1
2013-08-31,53569.5,WI_1
2013-09-30,51007.5,WI_1
2013-10-31,52495.5,WI_1
2013-11-30,51663.5,WI_1
2013-12-31,51817.5,WI_1
2014-01-31,53296.0,WI_1
2014-02-28,52194.0,WI_1
2014-03-31,58216.0,WI_1
2014-04-30,57773.0,WI_1
2014-05-31,59935.5,WI_1
2014-06-30,59187.0,WI_1
2014-07-31,60590.5,WI_1
2014-08-31,62160.0,WI_1
2014-09-30,59737.5,WI_1
2014-10-31,62851.0,WI_1
2014-11-30,60924.5,WI_1
2014-12-31,60993.5,WI_1
2015-01-31,65098.0,WI_1
2015-02-28,61587.5,WI_1
2015-03-31,66668.5,WI_1
2015-04-30,63815.5,WI_1
2015-05-31,68336.5,WI_1
2015-06-30,64831.5,WI_1
2015-07-31,66832.5,WI_1
2015-08-31,66440.5,WI_1
2015-09-30,63715.5,WI_1
2015-10-31,68934.0,WI_1
2015-11-30,63856.0,WI_1
2015-12-31,66330.5,WI_1
2016-01-31,70431.0,WI_1
2016-02-29,67723.0,WI_1
2016-03-31,71568.5,WI_1
2016-04-30,74117.5,WI_1
2016-05-31,56175.5,WI_1
2011-01-31,2546.5,WI_2
2011-02-28,23005.0,WI_2
2011-03-31,24879.0,WI_2
2011-04-30,23742.5,WI_2
2011-05-31,23482.5,WI_2
2011-06-30,24885.5,WI_2
2011-07-31,25829.5,WI_2
2011-08-31,25306.5,WI_2
2011-09-30,24847.5,WI_2
2011-10-31,25660.0,WI_2
2011-11-30,24136.5,WI_2
2011-12-31,26423.5,WI_2
2012-01-31,27958.0,WI_2
2012-02-29,27721.0,WI_2
2012-03-31,27920.0,WI_2
2012-04-30,25594.5,WI_2
2012-05-31,33209.5,WI_2
2012-06-30,41450.0,WI_2
2012-07-31,43996.0,WI_2
2012-08-31,47657.0,WI_2
2012-09-30,47200.5,WI_2
2012-10-31,46634.0,WI_2
2012-11-30,44909.5,WI_2
2012-12-31,46208.0,WI_2
2013-01-31,48384.5,WI_2
2013-02-28,49252.0,WI_2
2013-03-31,52552.5,WI_2
2013-04-30,48940.0,WI_2
2013-05-31,51579.5,WI_2
2013-06-30,51477.0,WI_2
2013-07-31,51054.0,WI_2
2013-08-31,54061.5,WI_2
2013-09-30,54313.0,WI_2
2013-10-31,55912.5,WI_2
2013-11-30,52308.5,WI_2
2013-12-31,51401.5,WI_2
2014-01-31,53320.5,WI_2
2014-02-28,52131.0,WI_2
2014-03-31,57705.5,WI_2
2014-04-30,55260.0,WI_2
2014-05-31,56712.0,WI_2
2014-06-30,56023.5,WI_2
2014-07-31,57972.5,WI_2
2014-08-31,61621.5,WI_2
2014-09-30,59249.0,WI_2
2014-10-31,62296.5,WI_2
2014-11-30,57674.0,WI_2
2014-12-31,55885.0,WI_2
2015-01-31,58327.5,WI_2
2015-02-28,57142.0,WI_2
2015-03-31,60367.0,WI_2
2015-04-30,58610.5,WI_2
2015-05-31,62203.5,WI_2
2015-06-30,59986.5,WI_2
2015-07-31,62178.5,WI_2
2015-08-31,65108.0,WI_2
2015-09-30,64561.0,WI_2
2015-10-31,68452.0,WI_2
2015-11-30,61225.5,WI_2
2015-12-31,61871.0,WI_2
2016-01-31,67438.5,WI_2
2016-02-29,68860.0,WI_2
2016-03-31,73098.5,WI_2
2016-04-30,73688.0,WI_2
2016-05-31,56263.0,WI_2
2011-01-31,4206.0,WI_3
2011-02-28,37255.5,WI_3
2011-03-31,41122.0,WI_3
2011-04-30,40032.5,WI_3
2011-05-31,39802.5,WI_3
2011-06-30,39543.5,WI_3
2011-07-31,40898.0,WI_3
